frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,persistence_score,anomaly_score,cluster_density_3km,historical_recurrence,target
48.99,350.78,330.21,20.57,0.934,1,546.1,3,0.327,0.773,4,0,0
4.07,301.27,294.23,7.03,0.295,1,5423.2,0,0.218,0.087,0,0,5
50.2,374.42,348.38,26.04,0.876,0,433.9,1,0.23,0.852,3,0,0
23.9,346.29,316.57,29.72,0.844,0,49.5,1,0.944,0.38,2,11,1
6.86,336.0,312.78,23.23,0.654,1,249.5,7,0.624,0.596,5,5,3
28.37,328.48,315.3,13.18,0.622,1,210.5,7,0.434,0.551,2,6,3
20.69,322.3,304.46,17.84,0.694,1,1139.4,6,0.596,0.377,4,2,3
26.98,329.44,279.36,50.08,0.94,0,164.8,1,0.61,0.382,2,11,1
6.1,296.57,290.8,5.77,0.281,1,5303.8,0,0.13,0.32,1,0,5
1.38,327.08,320.73,6.35,0.428,1,1955.0,8,0.077,0.189,1,1,5
62.15,344.19,308.18,36.02,0.839,0,3.4,3,0.418,0.73,2,1,0
6.21,318.03,308.51,9.52,0.455,1,5407.4,8,0.014,0.172,0,0,5
7.75,332.11,323.26,8.86,0.789,0,14055.1,0,0.234,0.239,7,0,2
39.64,327.01,308.84,18.18,0.808,0,596.5,6,0.782,0.669,5,4,3
19.44,340.08,325.39,14.68,0.87,1,440.7,7,0.705,0.698,3,6,3
35.17,336.19,304.93,31.26,0.903,1,55.9,5,0.369,0.884,9,2,0
64.86,364.39,346.49,17.9,0.989,0,11402.3,0,0.261,0.77,15,0,4
12.77,351.24,324.18,27.06,0.934,1,83.2,1,0.666,0.329,1,11,1
19.37,332.69,315.32,17.37,0.723,0,767.7,7,0.445,0.475,1,5,3
29.82,331.07,314.58,16.49,0.7,1,1066.1,4,0.634,0.355,2,5,3
135.69,384.73,355.45,29.27,0.968,0,11017.8,0,0.397,0.912,10,2,4
13.38,315.62,298.93,16.69,0.544,1,9211.1,0,0.217,0.235,3,1,2
9.54,368.48,340.39,28.09,0.803,0,100.5,1,0.85,0.435,1,15,1
15.39,320.97,312.0,8.97,0.666,1,4025.9,0,0.105,0.112,6,2,2
3.54,316.55,304.96,11.59,0.259,0,3111.6,8,0.235,0.225,1,0,5
7.32,342.94,308.37,34.57,0.959,1,124.5,1,0.927,0.459,3,10,1
5.62,321.95,314.57,7.38,0.734,0,8881.5,0,0.169,0.215,7,1,2
79.38,375.33,347.26,28.06,0.865,1,9046.8,0,0.494,0.937,10,1,4
8.58,342.71,330.3,12.41,0.71,0,107.8,6,0.747,0.57,3,7,3
66.38,336.44,303.69,32.74,0.982,0,65.8,2,0.249,0.852,4,0,0
3.15,292.39,283.12,9.27,0.436,0,6693.1,0,0.132,0.062,1,1,5
68.16,385.29,346.42,38.87,0.902,0,22433.2,0,0.104,0.775,15,0,4
80.97,416.26,387.76,28.5,0.842,1,9451.5,0,0.334,0.774,12,2,4
98.23,358.6,323.16,35.44,0.878,1,19930.7,0,0.423,0.72,9,2,4
9.34,327.77,314.93,12.84,0.788,0,2021.9,0,0.234,0.208,8,1,2
63.35,357.08,313.27,43.81,0.933,0,38.6,1,0.935,0.215,2,13,1
29.4,354.85,324.01,30.84,0.918,1,15.3,1,0.963,0.533,3,7,1
17.44,296.33,279.49,16.84,0.861,1,452.5,6,0.459,0.654,3,7,3
22.6,353.0,339.31,13.69,0.779,0,811.1,6,0.562,0.68,8,9,3
8.81,314.1,305.34,8.76,0.292,1,6150.4,0,0.201,0.286,0,0,5
19.61,313.73,306.37,7.37,0.799,0,7316.8,0,0.196,0.303,9,0,2
13.11,351.67,316.68,34.99,0.918,1,34.6,1,0.907,0.542,1,11,1
149.6,341.85,310.0,31.85,0.968,0,17464.4,0,0.442,0.836,9,0,4
9.71,291.73,285.41,6.32,0.208,1,4484.7,0,0.015,0.184,0,0,5
25.2,317.89,306.89,11.0,0.67,0,12375.0,0,0.075,0.371,11,1,2
63.85,354.08,325.32,28.76,0.805,0,137.3,1,0.146,0.758,3,0,0
84.76,399.73,362.6,37.13,0.823,1,5919.4,0,0.449,0.803,11,2,4
20.12,351.38,301.53,49.85,0.926,0,304.5,2,0.966,0.326,2,11,1
4.17,313.04,301.49,11.54,0.417,0,1212.1,0,0.235,0.358,1,2,5
5.87,307.73,296.19,11.54,0.724,1,2547.2,0,0.08,0.305,6,0,2
19.35,316.98,295.07,21.91,0.629,0,2824.7,0,0.22,0.364,6,1,2
38.71,332.46,298.14,34.32,0.772,1,13.9,1,0.237,0.812,4,3,0
10.78,332.9,319.3,13.6,0.735,0,9016.3,0,0.049,0.393,7,3,2
8.97,321.43,308.66,12.76,0.776,0,2975.9,0,0.216,0.294,7,1,2
20.69,348.72,319.17,29.55,0.962,1,23.1,7,0.077,0.85,2,1,0
69.66,367.88,332.32,35.56,0.869,1,23897.1,0,0.274,0.755,13,1,4
77.17,382.73,360.6,22.13,0.841,0,127.6,7,0.114,0.893,3,3,0
10.54,302.9,291.67,11.23,0.595,0,12127.4,0,0.034,0.281,7,1,2
74.37,349.35,322.53,26.82,0.928,0,9215.0,0,0.185,0.785,15,1,4
3.95,311.65,302.2,9.45,0.331,0,6646.3,0,0.149,0.329,1,0,5
5.34,327.22,325.23,1.99,0.595,0,3083.7,0,0.088,0.241,11,0,2
45.27,312.31,297.51,14.8,0.776,1,766.0,1,0.072,0.928,4,1,0
42.73,346.8,310.51,36.29,0.98,1,17.5,1,0.946,0.371,6,9,1
17.5,333.89,291.55,42.35,0.907,1,122.4,1,0.608,0.485,1,15,1
11.1,322.47,309.38,13.09,0.666,0,6994.1,0,0.202,0.164,5,1,2
9.12,301.92,281.66,20.26,0.858,1,679.2,7,0.611,0.407,7,3,3
2.73,299.57,291.97,7.6,0.37,1,6506.7,0,0.221,0.199,0,2,5
56.38,354.68,327.84,26.84,0.735,1,42.3,1,0.449,0.779,3,1,0
2.36,322.47,312.52,9.95,0.408,1,816.8,0,0.093,0.192,1,0,5
82.43,357.28,326.03,31.25,0.904,1,149.2,3,0.158,0.799,6,2,0
19.22,303.2,294.45,8.75,0.807,0,8020.9,0,0.108,0.323,8,2,2
45.09,346.53,321.52,25.0,0.819,1,16.5,2,0.2,0.798,2,0,0
12.09,308.39,288.51,19.88,0.729,0,2445.7,0,0.19,0.203,5,1,2
11.22,305.07,296.95,8.12,0.451,1,5819.1,7,0.071,0.23,1,0,5
27.2,367.48,329.69,37.79,0.942,1,467.8,2,0.829,0.343,3,11,1
14.7,354.91,317.32,37.59,0.957,1,60.8,1,0.805,0.277,1,13,1
49.29,353.25,319.45,33.81,0.721,1,5.6,3,0.354,0.967,1,1,0
13.31,307.21,299.71,7.5,0.275,0,1684.8,7,0.014,0.374,1,0,5
7.3,305.14,292.19,12.95,0.516,0,6190.3,0,0.117,0.259,9,5,2
39.86,331.49,311.3,20.19,0.656,0,572.5,6,0.608,0.553,4,4,3
1.85,313.95,302.85,11.1,0.392,1,1983.4,8,0.088,0.05,2,0,5
3.23,307.11,297.29,9.81,0.445,0,6318.7,8,0.292,0.091,3,0,5
24.15,291.83,269.97,21.86,0.992,1,189.1,1,0.252,0.848,3,2,0
34.43,351.03,344.15,6.88,0.876,1,13.4,3,0.147,0.9,5,1,0
31.91,328.04,284.75,43.29,0.896,1,55.1,1,0.653,0.384,1,13,1
23.53,322.29,306.63,15.66,0.788,0,626.1,4,0.434,0.397,5,7,3
9.87,329.69,315.46,14.22,0.863,1,6188.3,0,0.093,0.255,4,0,2
52.48,375.67,358.64,17.03,0.832,1,111.6,1,0.34,0.752,6,0,0
17.79,322.7,315.43,7.28,0.627,0,8384.6,0,0.174,0.358,6,2,2
86.13,356.17,326.92,29.25,0.96,1,15543.0,0,0.493,0.927,9,1,4
4.94,319.06,313.76,5.3,0.714,0,13194.0,0,0.125,0.415,10,2,2
53.31,317.04,292.76,24.27,0.815,1,14.2,3,0.422,0.938,1,2,0
19.06,297.44,275.29,22.16,0.741,0,9269.3,0,0.113,0.289,14,1,2
16.22,362.1,352.74,9.36,0.758,0,423.7,6,0.818,0.61,3,7,3
16.37,311.2,301.78,9.42,0.231,1,7828.6,0,0.262,0.354,1,1,5
23.7,325.75,315.87,9.88,0.814,0,12860.4,0,0.13,0.264,8,2,2
4.08,293.16,281.9,11.26,0.54,0,1625.0,7,0.113,0.279,0,0,5
97.73,329.26,302.03,27.23,0.915,1,12143.7,0,0.214,0.733,10,2,4
4.83,310.78,302.81,7.97,0.502,0,7630.7,0,0.255,0.395,3,1,5
5.44,299.3,292.56,6.74,0.49,1,2311.7,0,0.077,0.222,2,0,5
90.13,359.02,336.26,22.76,0.975,1,22996.2,0,0.38,0.836,12,0,4
5.34,309.75,300.15,9.6,0.433,1,2216.5,0,0.267,0.175,3,3,5
31.88,361.12,329.9,31.22,0.829,1,164.4,1,0.737,0.366,5,20,1
15.14,308.93,305.47,3.46,0.522,0,3357.2,7,0.218,0.389,1,1,5
8.76,320.62,312.98,7.64,0.311,1,5132.7,0,0.142,0.189,1,0,5
21.12,324.13,316.7,7.43,0.779,1,1309.5,6,0.592,0.39,5,2,3
8.04,311.45,293.14,18.31,0.678,0,11133.4,0,0.192,0.39,6,1,2
2.12,298.81,292.38,6.43,0.554,0,5462.8,8,0.028,0.298,0,2,5
3.51,307.54,297.72,9.83,0.289,1,2713.4,0,0.191,0.328,1,1,5
41.84,350.59,331.45,19.14,0.914,1,20.7,7,0.231,0.906,4,1,0
38.93,363.71,312.65,51.06,0.822,1,23.6,1,0.961,0.439,1,10,1
78.59,405.13,374.83,30.31,0.789,1,5095.4,0,0.253,0.836,15,2,4
63.91,357.82,338.63,19.19,0.935,1,215.6,2,0.114,0.811,3,1,0
5.06,329.52,322.85,6.67,0.415,0,1956.9,0,0.247,0.153,4,0,5
15.62,308.03,291.42,16.61,0.818,0,546.5,6,0.752,0.463,4,3,3
10.85,306.19,296.74,9.44,0.338,0,3679.8,0,0.237,0.332,1,1,5
11.55,311.1,301.92,9.18,0.491,0,2904.9,0,0.01,0.12,2,0,5
106.33,381.0,346.76,34.24,0.994,0,6505.2,0,0.336,0.795,8,2,4
107.42,340.45,306.74,33.72,0.933,0,14414.7,0,0.148,0.856,9,0,4
42.98,332.16,321.28,10.88,0.836,1,12867.7,0,0.201,0.401,11,1,2
20.89,346.25,326.05,20.2,0.895,1,185.8,3,0.194,0.75,2,1,0
96.77,355.74,333.46,22.27,0.751,0,23.7,2,0.148,0.8,5,1,0
3.42,332.71,324.18,8.53,0.573,0,7219.7,0,0.195,0.171,8,0,2
12.48,333.63,316.56,17.07,0.884,0,647.1,6,0.423,0.404,1,5,3
11.53,311.38,295.58,15.8,0.497,1,2347.2,8,0.274,0.124,0,0,5
27.47,319.01,304.35,14.66,0.396,0,2149.9,0,0.169,0.375,0,1,5
6.13,326.91,309.99,16.92,0.598,0,3394.3,0,0.199,0.125,7,1,2
81.57,347.54,308.42,39.13,0.934,0,14301.5,0,0.284,0.876,11,1,4
20.37,362.12,324.39,37.73,0.959,0,178.2,1,0.778,0.4,1,17,1
80.5,319.12,283.93,35.19,0.998,1,5729.4,0,0.175,0.651,13,0,4
10.7,330.9,321.91,8.99,0.528,0,10376.9,0,0.203,0.189,3,1,2
51.25,346.39,320.28,26.11,0.869,1,12.9,1,0.29,0.795,3,1,0
34.27,352.54,320.89,31.65,0.881,1,10.1,2,0.75,0.484,2,13,1
6.75,316.59,309.24,7.35,0.595,1,2546.8,0,0.255,0.156,1,0,5
21.84,317.38,298.32,19.06,0.895,1,1062.9,6,0.487,0.654,3,7,3
57.09,333.92,306.61,27.31,0.764,1,696.7,1,0.164,0.768,3,1,0
31.82,312.85,295.79,17.05,0.691,0,893.7,7,0.564,0.568,7,8,3
17.94,330.0,324.53,5.47,0.254,0,7146.4,7,0.229,0.213,3,0,5
56.08,292.39,274.25,18.14,0.87,0,114.0,5,0.056,0.776,1,2,0
6.58,315.69,302.07,13.61,0.783,0,9141.7,0,0.134,0.308,9,1,2
16.49,353.86,331.59,22.28,0.976,0,2.4,1,0.975,0.422,2,11,1
93.93,376.6,345.53,31.07,0.777,1,11046.7,0,0.228,0.789,16,1,4
15.53,330.29,321.87,8.42,0.867,0,4529.6,0,0.122,0.362,6,0,2
18.76,349.68,321.95,27.73,0.876,1,79.3,1,0.864,0.409,1,11,1
18.08,360.58,321.93,38.65,0.858,1,112.5,1,0.714,0.238,1,12,1
23.54,330.88,295.77,35.11,0.977,0,28.6,2,0.914,0.483,2,17,1
11.35,316.97,308.93,8.04,0.671,0,4712.0,0,0.181,0.45,12,1,2
25.1,368.79,337.73,31.06,0.935,1,146.4,1,0.672,0.261,4,13,1
14.07,310.47,294.76,15.71,0.848,1,3072.5,0,0.142,0.359,8,3,2
5.24,307.96,294.13,13.84,0.761,0,6903.7,0,0.16,0.399,13,3,2
59.58,356.28,331.58,24.71,0.983,1,165.9,2,0.192,0.965,3,0,0
42.85,319.98,294.62,25.36,0.867,1,123.7,1,0.295,0.901,3,0,0
12.85,307.56,292.07,15.49,0.618,1,6634.8,0,0.148,0.142,9,2,2
21.51,361.26,324.56,36.7,0.957,0,253.7,1,0.779,0.52,2,11,1
4.84,301.18,296.69,4.49,0.425,1,6017.9,0,0.288,0.233,1,0,5
190.91,371.15,343.31,27.84,0.787,1,13318.3,0,0.183,0.753,10,0,4
14.46,335.32,299.94,35.39,0.99,0,192.3,1,0.743,0.448,5,16,1
22.6,323.89,305.53,18.36,0.786,0,1360.7,6,0.586,0.628,1,5,3
35.53,337.07,300.24,36.84,0.724,1,253.3,2,0.381,0.722,5,1,0
8.0,319.17,304.87,14.3,0.621,1,13801.4,0,0.03,0.227,8,0,2
7.53,340.2,322.33,17.87,0.742,0,12967.5,0,0.092,0.401,3,3,2
8.17,337.85,321.85,16.0,0.843,0,10472.2,0,0.24,0.107,8,1,2
13.34,293.56,275.86,17.7,0.87,0,9203.9,0,0.222,0.311,12,1,2
21.67,330.6,321.88,8.72,0.703,0,2713.4,0,0.061,0.207,6,3,2
19.21,336.68,304.7,31.98,0.892,1,402.0,2,0.661,0.295,1,8,1
57.24,369.37,338.3,31.07,0.761,0,17953.1,0,0.16,0.688,13,3,4
49.55,359.0,338.87,20.14,0.908,0,329.2,2,0.305,0.762,5,3,0
28.75,382.55,347.84,34.71,0.839,1,230.6,3,0.751,0.484,2,8,1
3.66,313.5,308.77,4.73,0.682,1,7023.1,0,0.118,0.218,9,2,2
16.86,338.47,302.06,36.41,0.959,1,38.5,1,0.79,0.418,4,12,1
53.31,350.33,323.76,26.57,0.702,1,97.2,1,0.098,0.795,5,2,0
7.11,312.56,294.27,18.29,0.581,0,7780.4,0,0.166,0.125,9,0,2
87.81,372.42,337.06,35.36,0.936,1,18396.8,0,0.191,0.906,12,2,4
7.03,309.75,299.43,10.33,0.725,0,5071.8,0,0.25,0.154,9,3,2
22.89,369.86,331.52,38.33,0.962,0,74.5,1,0.886,0.375,3,8,1
53.53,339.81,324.78,15.03,0.972,0,13.0,1,0.666,0.226,2,8,1
41.87,350.31,296.86,53.45,0.932,1,78.6,3,0.948,0.221,2,8,1
58.9,342.4,300.59,41.81,0.702,0,4.5,3,0.108,0.943,3,3,0
92.39,394.63,357.56,37.07,0.973,0,21037.8,0,0.331,0.714,15,2,4
34.72,351.31,326.61,24.69,0.722,1,98.6,2,0.068,0.801,4,1,0
13.43,359.98,325.85,34.13,0.938,1,18.8,1,0.604,0.534,2,14,1
22.53,327.46,325.9,1.56,0.578,0,8923.3,0,0.087,0.256,10,3,2
10.33,330.42,318.62,11.8,0.647,1,128.7,6,0.84,0.427,1,5,3
48.34,338.43,318.79,19.65,0.775,0,3392.3,0,0.13,0.876,10,0,4
13.28,319.21,310.39,8.81,0.644,0,1765.7,0,0.211,0.246,8,4,2
4.93,312.15,301.12,11.03,0.55,1,7128.5,0,0.293,0.135,0,1,5
10.81,320.5,312.17,8.33,0.537,0,12881.8,0,0.142,0.258,5,2,2
57.31,300.57,281.76,18.81,0.875,1,224.5,5,0.198,0.721,6,3,0
6.99,313.93,305.33,8.6,0.271,1,3239.0,0,0.146,0.221,1,0,5
34.24,377.45,347.93,29.52,0.886,0,9.3,1,0.818,0.339,2,10,1
11.23,327.63,313.52,14.11,0.815,0,11624.5,0,0.185,0.21,7,5,2
57.68,341.36,313.25,28.12,0.997,1,246.5,1,0.4,0.847,3,1,0
38.89,329.1,310.07,19.03,0.908,0,1111.2,6,0.506,0.52,3,4,3
151.12,398.92,368.75,30.17,0.779,1,16647.4,0,0.136,0.93,10,1,4
3.98,295.48,288.16,7.32,0.307,1,3872.8,0,0.292,0.101,2,1,5
119.64,370.35,335.78,34.57,0.922,1,11005.6,0,0.189,0.884,16,0,4
12.12,325.88,289.19,36.69,0.939,1,385.3,1,0.874,0.493,2,6,1
55.55,363.8,331.86,31.94,0.821,0,11922.1,0,0.309,0.749,16,1,4
33.38,347.64,316.53,31.11,0.988,1,90.9,3,0.632,0.238,5,10,1
19.03,345.5,313.72,31.78,0.962,1,82.9,1,0.686,0.363,1,18,1
42.1,355.81,333.12,22.69,0.867,1,173.9,1,0.05,0.912,6,1,0
12.4,333.99,317.84,16.15,0.573,0,5833.7,0,0.161,0.265,6,2,2
56.94,335.39,314.31,21.08,0.848,1,42.8,1,0.354,0.84,4,0,0
38.44,316.52,291.03,25.49,0.736,0,437.4,6,0.693,0.582,6,4,3
50.9,371.17,342.76,28.42,0.914,1,11622.1,0,0.116,0.948,16,1,4
13.37,318.72,310.31,8.41,0.602,0,14032.1,0,0.12,0.227,11,1,2
7.56,325.02,315.68,9.35,0.392,1,5195.7,7,0.136,0.208,1,1,5
129.11,360.51,329.76,30.74,0.982,1,11939.0,0,0.467,0.7,11,4,4
9.67,329.74,318.19,11.55,0.709,0,9890.5,0,0.112,0.199,7,2,2
63.67,348.05,331.53,16.52,0.729,1,254.0,1,0.316,0.923,4,4,0
21.37,328.54,316.38,12.16,0.693,0,11582.6,0,0.131,0.214,8,1,2
31.46,370.95,338.4,32.55,0.829,1,136.2,1,0.795,0.519,2,8,1
7.13,319.57,308.3,11.27,0.563,0,4140.7,0,0.106,0.138,12,4,2
18.77,332.78,307.92,24.85,0.642,0,7110.5,0,0.139,0.38,7,4,2
84.52,373.74,343.5,30.24,0.975,0,20658.1,0,0.321,0.742,11,1,4
30.67,334.04,319.72,14.31,0.61,0,6316.7,0,0.196,0.192,9,2,2
15.31,352.29,318.13,34.16,0.921,1,12.8,2,0.645,0.434,3,13,1
6.27,310.0,301.44,8.56,0.484,1,4204.3,7,0.055,0.188,0,1,5
9.9,321.99,307.24,14.75,0.523,0,7559.5,0,0.109,0.144,7,2,2
2.89,309.77,304.62,5.15,0.83,0,6886.0,0,0.127,0.397,10,2,2
32.06,323.86,309.48,14.38,0.523,0,6038.5,0,0.249,0.262,6,3,2
20.17,370.05,344.64,25.41,0.983,1,64.2,3,0.97,0.222,2,11,1
58.58,328.45,309.78,18.66,0.918,0,0.2,3,0.118,0.729,3,0,0
1.26,324.38,316.56,7.82,0.451,0,2026.8,0,0.073,0.061,3,1,5
4.87,310.58,308.24,2.34,0.257,0,6599.1,7,0.282,0.117,0,0,5
80.94,364.82,339.96,24.86,0.808,1,14177.0,0,0.252,0.65,5,2,4
5.5,319.37,308.67,10.69,0.799,1,2192.3,0,0.201,0.229,8,1,2
7.7,323.21,305.66,17.56,0.531,1,6799.7,0,0.118,0.273,11,0,2
11.0,329.77,309.22,20.55,0.906,1,815.4,7,0.547,0.366,4,4,3
19.54,332.28,304.52,27.76,0.913,0,1426.8,6,0.83,0.451,3,8,3
19.65,334.3,305.24,29.06,0.843,1,125.0,6,0.594,0.688,4,7,3
28.96,321.01,305.78,15.22,0.689,1,2071.2,7,0.431,0.641,7,9,3
15.47,310.7,304.43,6.28,0.627,0,5206.2,0,0.096,0.438,3,2,2
58.44,356.16,336.02,20.14,0.785,0,254.1,2,0.081,0.705,2,3,0
28.75,366.22,340.02,26.2,0.833,1,48.7,3,0.832,0.437,1,16,1
24.35,314.14,297.17,16.97,0.873,0,1013.4,6,0.621,0.638,4,3,3
70.39,354.91,330.35,24.56,0.926,0,24119.6,0,0.474,0.87,15,1,4
20.67,347.08,334.72,12.36,0.837,0,11657.1,0,0.121,0.236,8,0,2
8.39,332.19,323.75,8.44,0.723,0,4289.3,0,0.078,0.135,8,1,2
35.29,343.65,304.16,39.48,0.851,1,20.0,2,0.724,0.213,1,12,1
11.55,318.05,308.67,9.38,0.889,0,14577.8,0,0.186,0.249,9,0,2
4.71,331.04,322.78,8.26,0.23,1,1608.5,0,0.092,0.222,0,1,5
12.09,300.56,293.7,6.86,0.452,1,7607.6,7,0.125,0.321,0,0,5
17.07,328.96,320.14,8.82,0.515,1,14834.3,0,0.057,0.24,6,4,2
13.77,297.74,282.42,15.32,0.584,0,14876.4,0,0.223,0.193,6,2,2
13.91,332.17,308.48,23.69,0.818,1,223.4,6,0.789,0.43,6,3,3
17.98,347.62,329.88,17.74,0.839,0,508.8,6,0.407,0.462,1,4,3
55.68,342.87,322.23,20.64,0.712,1,72.3,3,0.333,0.85,5,0,0
3.11,318.2,309.5,8.7,0.342,0,6887.7,0,0.183,0.055,1,1,5
40.04,335.61,320.04,15.56,0.821,0,786.8,5,0.205,0.956,5,0,0
6.68,298.43,292.36,6.07,0.34,0,3166.5,0,0.281,0.06,1,0,5
17.03,323.63,322.94,0.69,0.266,0,4847.5,0,0.102,0.141,1,0,5
19.77,325.73,304.62,21.11,0.611,0,1745.1,6,0.68,0.495,5,2,3
69.76,332.58,308.24,24.33,0.937,1,5.3,1,0.295,0.926,5,2,0
36.74,343.7,299.62,44.08,0.945,1,41.0,3,0.68,0.465,2,13,1
24.84,335.38,311.23,24.16,0.94,0,214.5,3,0.967,0.351,3,11,1
86.57,392.14,360.51,31.63,0.876,0,24394.0,0,0.319,0.841,11,0,4
25.82,345.64,327.16,18.48,0.784,0,100.0,1,0.33,0.828,2,0,0
26.69,331.95,312.33,19.63,0.864,0,25.9,7,0.372,0.751,4,0,0
43.27,364.29,327.17,37.12,0.887,1,159.1,2,0.446,0.912,4,3,0
17.59,326.99,296.08,30.9,0.978,0,169.7,1,0.78,0.302,3,11,1
26.01,351.94,327.14,24.8,0.862,1,34.6,3,0.716,0.429,1,14,1
10.43,313.89,303.08,10.8,0.58,0,5174.5,0,0.167,0.223,8,1,2
2.37,315.69,311.92,3.78,0.207,0,5611.9,0,0.071,0.379,1,2,5
59.97,328.71,301.2,27.51,0.71,0,53.6,2,0.346,0.869,2,1,0
49.81,346.94,315.95,30.99,0.894,1,9.5,3,0.252,0.881,3,0,0
27.78,318.08,301.65,16.43,0.806,0,270.5,6,0.638,0.538,2,5,3
49.45,349.91,321.75,28.16,0.9,1,21481.7,0,0.393,0.824,9,4,4
25.62,361.1,329.09,32.01,0.908,0,4.2,1,0.709,0.292,3,12,1
30.97,363.97,343.31,20.66,0.932,1,671.4,1,0.057,0.916,3,0,0
19.8,314.01,302.08,11.92,0.856,1,1199.5,6,0.606,0.596,5,3,3
8.28,303.64,294.88,8.76,0.486,1,4118.8,0,0.13,0.23,1,0,5
9.59,331.57,315.64,15.93,0.572,1,4058.9,0,0.245,0.198,12,2,2
17.3,301.92,286.85,15.07,0.872,0,8467.9,0,0.066,0.442,10,1,2
53.58,346.59,321.27,25.32,0.902,0,86.2,3,0.333,0.711,2,2,0
46.66,351.52,327.63,23.89,0.989,0,660.4,1,0.137,0.824,7,1,0
28.61,334.45,315.17,19.28,0.567,1,1887.4,0,0.099,0.38,10,1,2
99.65,377.38,346.53,30.84,0.958,1,20345.7,0,0.27,0.749,9,2,4
15.5,303.18,297.2,5.97,0.875,0,5735.2,0,0.19,0.33,7,2,2
15.86,341.07,317.46,23.61,0.869,0,544.5,6,0.78,0.519,3,7,3
4.96,300.57,277.76,22.81,0.809,0,11007.7,0,0.179,0.28,11,2,2
34.27,364.89,331.86,33.03,0.876,1,91.5,2,0.814,0.284,1,10,1
11.37,367.13,339.42,27.72,0.91,1,145.6,1,0.884,0.524,5,11,1
15.13,322.25,310.55,11.7,0.747,0,13882.7,0,0.071,0.297,12,0,2
3.99,309.52,300.54,8.97,0.48,0,7901.5,0,0.117,0.175,1,1,5
2.21,305.02,301.07,3.95,0.596,0,7493.3,7,0.22,0.397,2,0,5
90.48,399.3,373.08,26.23,0.759,0,23126.1,0,0.457,0.863,12,2,4
10.63,318.57,304.81,13.76,0.846,0,6611.2,0,0.033,0.209,13,1,2
15.54,313.85,304.8,9.05,0.705,0,13246.7,0,0.199,0.12,4,0,2
5.23,315.86,311.53,4.33,0.459,0,6075.9,7,0.209,0.07,0,0,5
19.07,322.34,308.19,14.15,0.888,0,584.3,6,0.701,0.687,3,3,3
27.22,314.43,296.93,17.49,0.677,0,1288.6,4,0.43,0.495,4,6,3
33.56,364.19,327.0,37.19,0.882,1,3.6,2,0.624,0.493,5,9,1
40.12,364.96,352.68,12.27,0.958,0,19.8,2,0.756,0.448,2,9,1
28.5,333.35,304.43,28.92,0.904,0,1282.0,6,0.733,0.519,4,6,3
25.35,356.15,332.47,23.68,0.731,1,7.1,3,0.159,0.944,3,1,0
16.85,346.47,309.68,36.79,0.812,1,379.8,1,0.735,0.549,2,10,1
15.04,343.34,328.54,14.8,0.655,0,284.8,6,0.665,0.542,5,6,3
22.03,346.75,323.27,23.49,0.997,1,147.7,1,0.715,0.285,2,8,1
15.9,351.81,320.77,31.04,0.941,1,215.8,1,0.968,0.52,3,18,1
68.47,323.93,295.76,28.17,0.949,1,4759.7,0,0.232,0.849,12,2,4
12.58,319.14,308.83,10.31,0.886,0,14107.4,0,0.044,0.368,8,0,2
22.55,354.97,324.08,30.89,0.972,0,87.5,1,0.94,0.491,4,11,1
3.61,299.24,298.84,0.4,0.363,0,1901.4,0,0.292,0.312,1,0,5
41.92,371.92,332.94,38.98,0.977,1,51.7,1,0.613,0.304,5,14,1
97.16,363.35,340.99,22.36,0.972,1,5776.5,0,0.157,0.836,12,3,4
2.84,299.77,300.64,-0.88,0.354,0,4102.8,8,0.193,0.35,1,0,5
65.18,344.1,310.27,33.83,0.726,1,256.0,1,0.277,0.928,8,1,0
13.5,326.68,317.69,8.99,0.64,0,10218.0,0,0.179,0.44,13,2,2
5.67,323.39,310.39,13.0,0.855,1,6301.7,0,0.173,0.211,10,4,2
43.87,350.45,322.15,28.3,0.758,0,10914.0,0,0.399,0.867,11,3,4
23.52,347.54,305.53,42.01,0.927,0,420.5,1,0.767,0.388,2,8,1
138.04,350.89,322.73,28.16,0.816,0,19995.6,0,0.487,0.742,11,0,4
49.8,373.2,346.18,27.02,0.885,1,18997.8,0,0.185,0.78,11,0,4
55.86,349.08,317.83,31.24,0.965,1,242.2,1,0.318,0.815,2,0,0
18.64,354.9,303.68,51.22,0.987,0,54.3,1,0.69,0.548,3,9,1
5.94,308.59,305.26,3.33,0.216,1,7711.1,8,0.265,0.365,0,0,5
47.07,352.97,322.74,30.23,0.775,1,107.9,1,0.094,0.881,2,3,0
34.71,318.92,302.23,16.69,0.697,1,689.3,7,0.827,0.351,2,3,3
12.45,307.39,286.09,21.3,0.889,1,1610.5,6,0.848,0.4,4,10,3
4.45,324.2,312.74,11.46,0.702,0,13510.9,0,0.198,0.233,7,4,2
26.25,351.42,312.43,38.99,0.964,1,336.5,3,0.616,0.47,1,10,1
47.28,330.64,316.31,14.33,0.884,1,560.1,2,0.067,0.971,3,0,0
70.23,348.47,322.45,26.02,0.751,1,206.0,3,0.444,0.721,3,3,0
9.77,299.47,282.14,17.32,0.867,0,8508.6,0,0.196,0.212,9,0,2
33.34,362.66,333.65,29.02,0.789,1,98.4,2,0.143,0.738,2,0,0
